Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
154,64,40,Male,Sedentary,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
187,80,22,Female,Very Active,Non-Vegetarian,Maintain,Kuzhi Paniyaram & Green Chutney + Whole Eggs,320,52,9,5,Rajma Curry & Brown Rice + Mango,540,82,20,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
184,80,49,Male,Moderately Active,Vegetarian,Muscle Gain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Palak Paneer & Chapati + Guava,490,80,22,12
174,89,30,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
156,69,31,Female,Moderately Active,Non-Vegetarian,Maintain,Egg Curry & Chapati + Papaya,350,50,18,7,Mutton Keema & Ragi Chapati + Buttermilk,730,98,41,22,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
160,93,35,Female,Very Active,Non-Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
157,98,34,Male,Very Active,Non-Vegetarian,Muscle Gain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
156,74,20,Female,Moderately Active,Vegetarian,Maintain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
154,92,32,Female,Lightly Active,Vegetarian,Weight Loss,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Brinjal Gothsu & Millets + Apple,470,70,20,8
184,67,55,Male,Lightly Active,Vegetarian,Maintain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
154,60,31,Female,Lightly Active,Vegetarian,Muscle Gain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
185,65,53,Male,Sedentary,Non-Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
172,87,52,Male,Moderately Active,Non-Vegetarian,Weight Loss,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Mutton Keema & Ragi Chapati + Buttermilk,730,98,41,22,Egg Pepper Masala & Chapati + Buttermilk,540,75,28,12
155,50,28,Male,Lightly Active,Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
153,73,18,Male,Moderately Active,Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Adai & Avial + Mixed Fruit Salad,490,75,22,10
169,67,56,Female,Moderately Active,Non-Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Chicken Sukka & Millet Roti + Buttermilk,630,90,35,18
164,87,31,Male,Moderately Active,Vegetarian,Muscle Gain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
169,60,32,Female,Very Active,Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
180,91,39,Female,Lightly Active,Vegetarian,Weight Loss,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
184,91,18,Female,Lightly Active,Non-Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
163,51,25,Female,Very Active,Non-Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Fish Fry & Red Rice + Sprouted Moong Salad,620,82,38,15
162,70,31,Male,Sedentary,Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
164,83,54,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Egg Bhurji & Chapati + Watermelon,570,88,30,16
158,71,21,Female,Sedentary,Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
181,50,48,Male,Lightly Active,Non-Vegetarian,Weight Loss,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
156,63,26,Male,Moderately Active,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
187,69,56,Male,Moderately Active,Vegetarian,Muscle Gain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
187,74,31,Male,Very Active,Vegetarian,Muscle Gain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Rajma Masala & Bajra Roti + Curd,500,82,23,13
176,100,55,Male,Moderately Active,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
152,97,32,Male,Very Active,Non-Vegetarian,Maintain,Kuzhi Paniyaram & Green Chutney + Whole Eggs,320,52,9,5,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Rajma Masala & Bajra Roti + Curd,500,82,23,13
190,81,35,Female,Moderately Active,Non-Vegetarian,Weight Loss,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
152,59,20,Male,Sedentary,Non-Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
163,69,54,Male,Sedentary,Non-Vegetarian,Maintain,Egg Curry & Chapati + Papaya,350,50,18,7,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
159,75,20,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Rajma Masala & Bajra Roti + Mango,490,80,21,11
182,59,53,Male,Moderately Active,Non-Vegetarian,Weight Loss,Kuzhi Paniyaram & Green Chutney + Whole Eggs,320,52,9,5,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Egg Curry & Rice + Tomato Soup,520,80,25,12
180,98,24,Female,Sedentary,Non-Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
184,72,39,Female,Sedentary,Vegetarian,Weight Loss,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
164,62,58,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Fish Tawa Fry & Red Rice Idiyappam + Banana,360,53,21,8,Egg Pepper Fry & Lemon Rice + Spinach Salad,640,92,34,18,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
169,95,42,Female,Sedentary,Vegetarian,Weight Loss,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
174,72,26,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Egg Bhurji & Bajra Roti + Almonds,370,55,22,9,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
150,92,35,Female,Sedentary,Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
187,59,21,Female,Very Active,Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
152,90,55,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
189,90,58,Male,Moderately Active,Non-Vegetarian,Maintain,Egg Bhurji & Bajra Roti + Almonds,370,55,22,9,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Adai & Avial + Mixed Fruit Salad,490,75,22,10
179,57,38,Male,Sedentary,Non-Vegetarian,Muscle Gain,Methi Thepla & Yogurt + Guava,340,58,14,7,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
170,61,21,Male,Moderately Active,Non-Vegetarian,Maintain,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Fish Curry & Ragi Mudde + Cabbage Poriyal,630,88,30,16,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
172,95,18,Female,Moderately Active,Vegetarian,Muscle Gain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Brinjal Gothsu & Millets + Apple,470,70,20,8
154,84,26,Female,Lightly Active,Non-Vegetarian,Weight Loss,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
170,57,59,Female,Moderately Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
185,94,39,Female,Moderately Active,Vegetarian,Maintain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
157,60,41,Female,Moderately Active,Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
167,70,35,Female,Moderately Active,Vegetarian,Maintain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
161,72,56,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Grilled Chicken & Bajra Roti + Curd,670,95,38,20,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
164,100,23,Male,Sedentary,Non-Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
165,63,45,Female,Very Active,Vegetarian,Weight Loss,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Vegetable Biryani & Raita + Guava,580,88,20,14,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
166,72,19,Male,Lightly Active,Non-Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Rajma Curry & Brown Rice + Mango,540,82,20,12,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
157,76,26,Female,Lightly Active,Non-Vegetarian,Maintain,Fish Tawa Fry & Red Rice Idiyappam + Banana,360,53,21,8,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
150,100,44,Female,Very Active,Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
189,59,55,Male,Moderately Active,Non-Vegetarian,Weight Loss,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Egg Masala & Ghee Rice + Carrot Raita,620,92,28,17,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
154,57,57,Male,Sedentary,Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
156,58,53,Female,Sedentary,Vegetarian,Maintain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
172,51,35,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Idli & Sambar + Banana,280,50,10,2,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
154,90,46,Male,Lightly Active,Vegetarian,Maintain,Methi Thepla & Yogurt + Guava,340,58,14,7,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
152,71,43,Male,Very Active,Vegetarian,Weight Loss,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
186,92,56,Female,Moderately Active,Vegetarian,Maintain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
174,78,51,Male,Sedentary,Non-Vegetarian,Muscle Gain,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
176,71,49,Male,Very Active,Non-Vegetarian,Muscle Gain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
184,94,41,Male,Moderately Active,Non-Vegetarian,Maintain,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
173,89,52,Female,Very Active,Vegetarian,Maintain,Dosa & Coconut Chutney + Orange,320,55,8,5,Rajma Curry & Brown Rice + Mango,540,82,20,12,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
189,50,26,Male,Moderately Active,Non-Vegetarian,Maintain,Chicken Omelette & Millet Roti + Pineapple,360,54,20,9,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Grilled Chicken & Bajra Roti + Curd,670,95,38,20
187,61,34,Female,Moderately Active,Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
164,89,42,Male,Moderately Active,Non-Vegetarian,Maintain,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Egg Pepper Masala & Chapati + Buttermilk,540,75,28,12
171,57,55,Male,Very Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Green Gram Sundal & Chapati + Banana,460,75,19,9
179,91,48,Male,Lightly Active,Non-Vegetarian,Maintain,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
167,51,24,Male,Sedentary,Non-Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
179,56,44,Female,Sedentary,Non-Vegetarian,Muscle Gain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
160,63,25,Male,Very Active,Non-Vegetarian,Weight Loss,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
168,82,19,Male,Lightly Active,Non-Vegetarian,Maintain,Methi Thepla & Yogurt + Guava,340,58,14,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
156,65,53,Female,Very Active,Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Adai & Avial + Mixed Fruit Salad,490,75,22,10
180,77,26,Male,Sedentary,Vegetarian,Weight Loss,Ragi Porridge & Almonds + Orange,280,50,10,4,Vegetable Biryani & Raita + Guava,580,88,20,14,Brinjal Gothsu & Millets + Apple,470,70,20,8
153,53,18,Female,Very Active,Non-Vegetarian,Weight Loss,Chicken Omelette & Millet Roti + Pineapple,360,54,20,9,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
175,72,54,Male,Sedentary,Non-Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
184,56,19,Female,Sedentary,Vegetarian,Weight Loss,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
158,81,18,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
157,66,38,Female,Sedentary,Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Curd Rice & Pomegranate + Almonds,450,74,17,10
178,65,54,Female,Moderately Active,Vegetarian,Muscle Gain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
167,82,43,Female,Lightly Active,Non-Vegetarian,Maintain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
153,64,41,Female,Sedentary,Vegetarian,Maintain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Green Gram Sundal & Chapati + Banana,460,75,19,9
164,73,27,Male,Sedentary,Non-Vegetarian,Muscle Gain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Grilled Fish & Jeera Rice + Curd,630,92,34,18
176,87,54,Female,Lightly Active,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
181,93,53,Female,Sedentary,Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
188,74,25,Male,Sedentary,Non-Vegetarian,Maintain,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
165,85,36,Female,Lightly Active,Non-Vegetarian,Weight Loss,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
153,60,51,Male,Very Active,Non-Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
187,55,47,Male,Sedentary,Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
184,67,44,Female,Sedentary,Non-Vegetarian,Weight Loss,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
151,69,56,Male,Moderately Active,Non-Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Grilled Fish & Millet Roti + Sprout Salad,550,76,30,14
169,75,48,Male,Very Active,Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Brinjal Gothsu & Millets + Apple,470,70,20,8
179,79,53,Male,Sedentary,Non-Vegetarian,Maintain,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
165,91,49,Male,Lightly Active,Vegetarian,Muscle Gain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
162,96,32,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Prawn Masala & Ragi Idli + Guava,350,55,22,9,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
188,99,33,Female,Sedentary,Vegetarian,Weight Loss,Methi Paratha & Curd + Banana,350,60,11,8,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
182,61,26,Male,Sedentary,Vegetarian,Weight Loss,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
177,89,55,Male,Moderately Active,Non-Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
173,92,57,Male,Sedentary,Non-Vegetarian,Muscle Gain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
168,64,58,Male,Lightly Active,Vegetarian,Muscle Gain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
162,73,22,Female,Sedentary,Non-Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Brinjal Gothsu & Millets + Apple,470,70,20,8
151,91,38,Female,Sedentary,Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Palak Paneer & Chapati + Guava,490,80,22,12
151,69,47,Female,Moderately Active,Vegetarian,Muscle Gain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
187,80,52,Male,Very Active,Vegetarian,Weight Loss,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
176,95,55,Male,Very Active,Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
